ID,CREX2,GRIB2_BUFR4,OriginatingGeneratingCentre_en,Status,translation_sourceC11/0,00000,0,WMO Secretariat,Operational,NA
C11//1,,,00001-00009: WMCs,Operational,NA
C11/1,00001,1,Melbourne,Operational,NA
C11/2,00002,2,Melbourne,Operational,NA
C11/3,00003,3,),Operational,NA
C11/4,00004,4,Moscow,Operational,NA
C11/5,00005,5,Moscow,Operational,NA
C11/6,00006,6,),Operational,NA
C11/7,00007,7,"US National Weather Service, National Centres for Environmental Prediction (NCEP)",Operational,NA
C11/8,00008,8,US National Weather Service Telecommunications Gateway (NWSTG),Operational,NA
C11/9,00009,9,US National Weather Service - Other,Operational,NA
C11//2,,,00010-00025: Centres in Region I,Operational,NA
C11/10,00010,10,Cairo (RSMC),Operational,NA
C11/11,00011,11,),Operational,NA
C11/12,00012,12,Dakar (RSMC),Operational,NA
C11/13,00013,13,),Operational,NA
C11/14,00014,14,Nairobi (RSMC),Operational,NA
C11/15,00015,15,),Operational,NA
C11/16,00016,16,Casablanca (RSMC),Operational,NA
C11/17,00017,17,Tunis (RSMC),Operational,NA
C11/18,00018,18,Tunis-Casablanca (RSMC),Operational,NA
C11/19,00019,19,),Operational,NA
C11/20,00020,20,Las Palmas,Operational,NA
C11/21,00021,21,Algiers (RSMC),Operational,NA
C11/22,00022,22,ACMAD,Operational,NA
C11/23,00023,23,Mozambique (NMC),Operational,NA
C11/24,00024,24,Pretoria (RSMC),Operational,NA
C11/25,00025,25,La Reunion (RSMC),Operational,NA
C11//3,,,00026-00040: Centres in Region II,Operational,NA
C11/26,00026,26,Khabarovsk (RSMC),Operational,NA
C11/27,00027,27,),Operational,NA
C11/28,00028,28,New Delhi (RSMC),Operational,NA
C11/29,00029,29,),Operational,NA
C11/30,00030,30,Novosibirsk (RSMC),Operational,NA
C11/31,00031,31,),Operational,NA
C11/32,00032,32,Tashkent (RSMC),Operational,NA
C11/33,00033,33,Jeddah (RSMC),Operational,NA
C11/34,00034,34,"Tokyo (RSMC), Japan Meteorological Agency",Operational,NA
C11/35,00035,35,),Operational,NA
C11/36,00036,36,Bangkok,Operational,NA
C11/37,00037,37,Ulaanbaatar,Operational,NA
C11/38,00038,38,Beijing (RSMC),Operational,NA
C11/39,00039,39,),Operational,NA
C11/40,00040,40,Seoul,Operational,NA
C11//4,,,00041-00050: Centres in Region III,Operational,NA
C11/41,00041,41,Buenos Aires (RSMC),Operational,NA
C11/42,00042,42,),Operational,NA
C11/43,00043,43,Brasilia (RSMC),Operational,NA
C11/44,00044,44,),Operational,NA
C11/45,00045,45,Santiago,Operational,NA
C11/46,00046,46,Brazilian Space Agency INPE,Operational,NA
C11/47,00047,47,Colombia (NMC),Operational,NA
C11/48,00048,48,Ecuador (NMC),Operational,NA
C11/49,00049,49,Peru (NMC),Operational,NA
C11/50,00050,50,Venezuela (Bolivarian Republic of) (NMC),Operational,NA
C11//4,,,00051-00063: Centres in Region IV,Operational,NA
C11/51,00051,51,Miami (RSMC),Operational,NA
C11/52,00052,52,"Miami RSMC, National Hurricane Centre",Operational,NA
C11/53,00053,53,MSC Monitoring,Operational,NA
C11/54,00054,54,Montreal (RSMC),Operational,NA
C11/55,00055,55,San Francisco,Operational,NA
C11/56,00056,56,ARINC Centre,Operational,NA
C11/57,00057,57,US Air Force - Air Force Global Weather Central,Operational,NA
C11/58,00058,58,"Fleet Numerical Meteorology and Oceanography Center, Monterey, CA, United States",Operational,NA
C11/59,00059,59,"The NOAA Forecast Systems Laboratory, Boulder, CO, United States",Operational,NA
C11/60,00060,60,United States National Center for Atmospheric Research (NCAR),Operational,NA
C11/61,00061,61,Service ARGOS - Landover,Operational,NA
C11/62,00062,62,US Naval Oceanographic Office,Operational,NA
C11/63,00063,63,International Research Institute for Climate and Society (IRI),Operational,NA
C11//5,,,00064-00073: Centres in Region V,Operational,NA
C11/64,00064,64,Honolulu (RSMC),Operational,NA
C11/65,00065,65,Darwin (RSMC),Operational,NA
C11/66,00066,66,),Operational,NA
C11/67,00067,67,Melbourne (RSMC),Operational,NA
C11/68,00068,68,Reserved,Operational,NA
C11/69,00069,69,Wellington (RSMC),Operational,NA
C11/70,00070,70,),Operational,NA
C11/71,00071,71,Nadi (RSMC),Operational,NA
C11/72,00072,72,Singapore,Operational,NA
C11/73,00073,73,Malaysia (NMC),Operational,NA
C11//6,,,00074-00099: Centres in Region VI,Operational,NA
C11/74,00074,74,UK Meteorological Office Exeter (RSMC),Operational,NA
C11/75,00075,75,),Operational,NA
C11/76,00076,76,Moscow (RSMC),Operational,NA
C11/77,00077,77,Reserved,Operational,NA
C11/78,00078,78,Offenbach (RSMC),Operational,NA
C11/79,00079,79,),Operational,NA
C11/80,00080,80,Rome (RSMC),Operational,NA
C11/81,00081,81,),Operational,NA
C11/82,00082,82,Norrkoping,Operational,NA
C11/83,00083,83,),Operational,NA
C11/84,00084,84,Toulouse (RSMC),Operational,NA
C11/85,00085,85,Toulouse (RSMC),Operational,NA
C11/86,00086,86,Helsinki,Operational,NA
C11/87,00087,87,Belgrade,Operational,NA
C11/88,00088,88,Oslo,Operational,NA
C11/89,00089,89,Prague,Operational,NA
C11/90,00090,90,Episkopi,Operational,NA
C11/91,00091,91,Ankara,Operational,NA
C11/92,00092,92,Frankfurt/Main,Operational,NA
C11/93,00093,93,London (WAFC),Operational,NA
C11/94,00094,94,Copenhagen,Operational,NA
C11/95,00095,95,Rota,Operational,NA
C11/96,00096,96,Athens,Operational,NA
C11/97,00097,97,European Space Agency (ESA),Operational,NA
C11/98,00098,98,European Centre for Medium Range Weather Forecasts (ECMWF) (RSMC),Operational,NA
C11/99,00099,99,De Bilt,Operational,NA
C11//7,,,Additional Centres,Operational,NA
C11/100,00100,100,Brazzaville,Operational,NA
C11/101,00101,101,Abidjan,Operational,NA
C11/102,00102,102,Libya (NMC),Operational,NA
C11/103,00103,103,Madagascar (NMC),Operational,NA
C11/104,00104,104,Mauritius (NMC),Operational,NA
C11/105,00105,105,Niger (NMC),Operational,NA
C11/106,00106,106,Seychelles (NMC),Operational,NA
C11/107,00107,107,Uganda (NMC),Operational,NA
C11/108,00108,108,United Republic of Tanzania (NMC),Operational,NA
C11/109,00109,109,Zimbabwe (NMC),Operational,NA
C11/110,00110,110,"Hong Kong, China",Operational,NA
C11/111,00111,111,Afghanistan (NMC),Operational,NA
C11/112,00112,112,Bahrain (NMC),Operational,NA
C11/113,00113,113,Bangladesh (NMC),Operational,NA
C11/114,00114,114,Bhutan (NMC),Operational,NA
C11/115,00115,115,Cambodia (NMC),Operational,NA
C11/116,00116,116,Democratic People's Republic of Korea (NMC),Operational,NA
C11/117,00117,117,Islamic Republic of Iran (NMC),Operational,NA
C11/118,00118,118,Iraq (NMC),Operational,NA
C11/119,00119,119,Kazakhstan (NMC),Operational,NA
C11/120,00120,120,Kuwait (NMC),Operational,NA
C11/121,00121,121,Kyrgyzstan (NMC),Operational,NA
C11/122,00122,122,Lao People's Democratic Republic (NMC),Operational,NA
C11/123,00123,123,"Macao, China",Operational,NA
C11/124,00124,124,Maldives (NMC),Operational,NA
C11/125,00125,125,Myanmar (NMC),Operational,NA
C11/126,00126,126,Nepal (NMC),Operational,NA
C11/127,00127,127,Oman (NMC),Operational,NA
C11/128,00128,128,Pakistan (NMC),Operational,NA
C11/129,00129,129,Qatar (NMC),Operational,NA
C11/130,00130,130,Yemen (NMC),Operational,NA
C11/131,00131,131,Sri Lanka (NMC),Operational,NA
C11/132,00132,132,Tajikistan (NMC),Operational,NA
C11/133,00133,133,Turkmenistan (NMC),Operational,NA
C11/134,00134,134,United Arab Emirates (NMC),Operational,NA
C11/135,00135,135,Uzbekistan (NMC),Operational,NA
C11/136,00136,136,Viet Nam (NMC),Operational,NA
C11/137-139,00137-00139,137-139,Reserved for other centres,Operational,NA
C11/140,00140,140,Bolivia (Plurinational State of) (NMC),Operational,NA
C11/141,00141,141,Guyana (NMC),Operational,NA
C11/142,00142,142,Paraguay (NMC),Operational,NA
C11/143,00143,143,Suriname (NMC),Operational,NA
C11/144,00144,144,Uruguay (NMC),Operational,NA
C11/145,00145,145,French Guiana,Operational,NA
C11/146,00146,146,Brazilian Navy Hydrographic Centre,Operational,NA
C11/147,00147,147,National Commission on Space Activities (CONAE) - Argentina,Operational,NA
C11/148,00148,148,Brazilian Department of Airspace Control - DECEA,Operational,NA
C11/149,00149,149,Reserved for other centres,Operational,NA
C11/150,00150,150,Antigua and Barbuda (NMC),Operational,NA
C11/151,00151,151,Bahamas (NMC),Operational,NA
C11/152,00152,152,Barbados (NMC),Operational,NA
C11/153,00153,153,Belize (NMC),Operational,NA
C11/154,00154,154,British Caribbean Territories Centre,Operational,NA
C11/155,00155,155,San Jose,Operational,NA
C11/156,00156,156,Cuba (NMC),Operational,NA
C11/157,00157,157,Dominica (NMC),Operational,NA
C11/158,00158,158,Dominican Republic (NMC),Operational,NA
C11/159,00159,159,El Salvador (NMC),Operational,NA
C11/160,00160,160,US NOAA/NESDIS,Operational,NA
C11/161,00161,161,US NOAA Office of Oceanic and Atmospheric Research,Operational,NA
